video_id,title,channel_name,published_at,duration,view_count,like_count,comment_count,total_words,sensitive_count,sensitive_ratio,classification,found_terms,ad_status,violence_death_count,sexual_content_count,profanity_count,drugs_substances_count,hate_speech_slurs_count,mental_health_count,political_controversial_count,weapons_military_count,coded_numbers_count
lBc3HJapC1k,,,,,0,0,0,395,0,0.0,Likely Monetised,,Yes,0,0,0,0,0,0,0,0,0
lJnutq4zIIY,Why Clarence Thomas Shouldn’t Be on The Supreme Court,olurinatti,2023-04-14,PT11M30S,19369,2833,240,1944,31,1.5947,Likely Monetised,"racism, hate, nazi, white, judge, sexual, harass, corruption, supremacist, assault",,1,1,2,0,11,0,16,0,0
lLOQRG4vcT4,Why Everybody Hates Eric Adams,olurinatti,2023-09-28,PT1H49M41S,316620,18549,1948,19201,451,2.3488,Uncertain,"racism, bail, hate, torture, felony, white, regressive, litigation, evil, injury",,133,2,17,0,165,6,109,19,0
lNip3ktaRak,,,,,0,0,0,1290,12,0.9302,Likely Monetised,"worst, bail, propaganda, hate, die, dead, white, villain, burn, crime",Yes,6,0,2,0,2,0,2,0,0
lb4hNiFMgtw,"""F*ck Ppl That Try To Scare You"" - Disney Actor Pedro Pascal ATTACKS Fans Again",Geeks + Gamers,2025-05-18,PT6M33S,37454,3393,932,1168,8,0.6849,Likely Monetised,"worst, loser, war, wrong, black, black lives matter",Yes,0,0,5,0,2,0,1,0,0
lfywtK2Xif0,,,,,0,0,0,1903,5,0.2627,Likely Monetised,"war, god, bigot",Yes,0,0,1,0,1,0,3,0,0
lgtX4NgU8OA,,,,,0,0,0,3479,34,0.9773,Likely Monetised,"bail, dead, prison, attack, fight, crime, insane, stupid, weapon",Yes,6,0,3,0,0,0,3,22,0
lqPhm7klMdQ,,,,,0,0,0,2475,10,0.404,Likely Monetised,"hang, hell, fuck, judge, wrong, damn, stupid, mentally",Yes,0,0,6,0,0,1,3,0,0
m4oAhjUhC4U,,,,,0,0,0,1420,33,2.3239,Uncertain,"die, pain, punishment, prison, villain, fight, evil, regret, war, sterile",Yes,15,0,3,0,0,1,13,1,0
m6CBGDFJ4lM,"Drake, DJ Akademics & Diaspora Discussions | OLAY & FRIENDS",olurinatti,2024-05-19,PT1H59M19S,85397,4063,574,25805,475,1.8407,Likely Monetised,"hate, weed, white, rape, litigation, assault, god, oppressor, wrong, attack",,16,6,28,1,396,0,27,1,0
mBdoixPpIdc,CHINA AND THE TRUMP ADMINISTRATION | Escaping the Cave | Ft. Haz Al-Din,midwesternmarx,2025-02-14,PT29M38S,5238,598,107,4652,11,0.2365,Likely Monetised,"worst, prison, punishment, corruption, evil, war, burn, attack, fight, destroy",Yes,4,0,1,0,0,0,6,0,0
mGUxNg-n69U,FOLLOW THE MONEY,midwesternmarx,2024-04-27,PT2M32S,1419,240,14,363,4,1.1019,Likely Monetised,"criminal, genocide, tax",No,2,0,0,0,0,0,2,0,0
mGcQRQ3wqsk,PSYCHO WOKE NURSE IS IN HUGE TROUBLE! SHE MUST BE FIRED TODAY,TheQuartering,2026-03-04,PT12M16S,132834,8811,1363,2045,17,0.8313,Likely Monetised,"prison, judge, penis, evil, lawsuit, puberty, assault, violence, kill, defeat",Yes,3,2,0,0,0,0,12,0,0
mGhYcKMEGK0,BOMBSHELL in the Diddy Case! This is the END!,Culture Casino,2025-02-22,PT11M8S,26357,1029,118,1768,15,0.8484,Likely Monetised,"jail, bail, racism, prison, judge, lawsuit, wrong, black, shoot, criminal",Yes,2,0,2,0,2,0,8,1,0
mHZGAzcHZkM,Creepy Jared Leto Is in the Spotlight and the FILES,Culture Casino,2026-02-20,PT11M28S,24878,874,214,1823,9,0.4937,Likely Monetised,"hang, controversy, sexual, assault, crime",Yes,4,2,0,0,0,0,3,0,0
mKoVqCG0T_E,The Force Awakens - How Disney Destroyed Star Wars,Nerdrotic,2025-12-21,PT50M13S,731664,40951,6924,9243,170,1.8392,Likely Monetised,"racism, bail, nazi, torture, inflation, dead, suppress, white, regret, assault",Yes,59,0,25,0,9,0,61,16,0
mXGIJnvh6dg,,,,,0,0,0,2064,16,0.7752,Likely Monetised,"hate, beer, strike, suicide, hell, villain, bigot, boob, wrong, god",Yes,0,1,6,1,3,1,1,3,0
mz7hhS-z-SU,AOC DECLARES WAR On Young White Men,Actual Justice Warrior,2025-11-21,PT16M29S,158976,7594,4244,3230,77,2.3839,Uncertain,"racism, hate, white, evil, dictator, kill, wrong, attack, crime, stupid",Yes,7,0,9,0,39,0,22,0,0
n9FTqPQ06eY,Why Marxism-Leninism and the ACP are the Answers for America | Noah Khrachvik and Carlos Garrido,midwesternmarx,2024-11-14,PT2H28M37S,4119,270,60,25100,143,0.5697,Likely Monetised,"racism, hate, nazi, dead, white, neo-nazi, false, evil, kill, burn",Yes,28,1,19,0,52,0,39,4,0
nHP_4ZBx9FM,,,,,0,0,0,6465,82,1.2684,Likely Monetised,"gash, worst, strike, wrong, fight, attack, weapon, flag, destroy, damage",Yes,4,0,2,0,0,0,28,48,0
nHfnePG3LKE,Red Sonja - How Is This Movie Real?,The Critical Drinker,2025-08-29,PT8M57S,1567128,82824,8157,1825,30,1.6438,Likely Monetised,"murder, death, die, dead, villain, evil, nonsense, kill, black, attack",Yes,9,0,4,0,2,0,14,1,0
nIROAM74s78,Shelby Oaks - Did I Get Stuckmanized?,The Critical Drinker,2025-10-31,PT7M14S,618692,37477,2794,1376,12,0.8721,Likely Monetised,"worst, threat, death, prison, hell, judge, disaster, burn, damn, pain",Yes,3,0,4,0,0,1,3,1,0
nIjizT8LikI,Marx Defeating Dogmatism: Studies Beyond the Unilateral Theory of History,midwesternmarx,2021-02-20,PT40M2S,1934,202,14,6473,22,0.3399,Likely Monetised,"slavery, genocide, die, dead, hell, controversy, wrong, slave, insane, stupid",Yes,8,0,12,0,0,0,2,0,0
nJwlHqZkPVE,David Pakman's RIDICULOUSNESS; Eddie Liger on the Jaybefaunt Show,midwesternmarx,2024-01-22,PT1H59M42S,2367,207,57,18424,111,0.6025,Likely Monetised,"hate, nazi, inflation, white, evil, chemical, wrong, god, burn, attack",Yes,15,0,35,2,19,1,37,2,0
nSNzuxZVokM,YouTuber Markiplier Embarrasses Hollywood with Debut Film!!,HeelvsBabyface,2026-02-03,PT10M36S,48227,4731,398,1438,2,0.1391,Likely Monetised,"shit, wrong",Yes,0,0,2,0,0,0,0,0,0
n_Akh3Av-iw,Shoe0nhead's Life is being Threatened Now,Hero Hei,2026-02-26,PT12M42S,117432,7731,1810,2735,8,0.2925,Likely Monetised,"racist, nazi, wrong, slave, god, nuclear",Yes,1,0,3,0,3,0,1,0,0
ndWnn3Ux5JM,"No More Star Wars For You, Rian",The Critical Drinker,2025-07-17,PT7M6S,1227670,68073,5400,1382,22,1.5919,Likely Monetised,"virus, murder, disaster, war, stupid, gun, damage",Yes,5,0,1,0,0,0,15,1,0
ni41QPBUR8o,Paramount Wins - This Is HUGE,The Critical Drinker,2026-02-27,PT6M51S,979786,64737,6767,1259,9,0.7149,Likely Monetised,"hate, hell, white, retard, decimate, war, defeat, escort, stupid",Yes,1,1,2,0,3,0,2,0,0
nj0ZcSL-zGI,The Silencing of Palestine,olurinatti,2023-11-27,PT55M6S,137297,12147,1396,10922,259,2.3714,Uncertain,"racism, hate, dead, white, decimate, evil, assault, kill, god, attack",,71,1,10,0,136,2,32,6,1
njWf6oa1pqk,Why Eric Adams is NOT The Hip Hop Mayor,olurinatti,2023-03-20,PT9M3S,16786,2408,185,1560,54,3.4615,Likely Demonetised,"bail, murder, judge, prosecutor, gun, assault, war, attack, kill, black",,17,0,0,0,4,0,19,14,0
nmS3Wdx_DdU,Intergalactic Game Goes FULL Last Of Us 2,Geeks + Gamers,2025-05-15,PT8M22S,23404,1936,387,1432,23,1.6061,Likely Monetised,"racist, hate, harassment, strike, controversy, fuck, sexist, destroy",Yes,1,0,1,0,11,0,10,0,0
nme-7S_u1WU,Libertarian VS Communist Debate: Eddie Liger Smith & Matt Connolly vs Bean & SerbianVoluntarist,midwesternmarx,2021-02-04,PT1H59M33S,22331,994,630,23650,196,0.8288,Likely Monetised,"bail, dead, rape, false, evil, wrong, oppressor, burn, kill, attack",Yes,98,1,22,0,12,4,53,6,0
nvVVyXLlkL0,State and Revolution: Ch 4- Engels Criticism of Opportunists and Social Democrats Pt 4-6,midwesternmarx,2021-03-03,PT18M40S,2161,173,20,3434,24,0.6989,Likely Monetised,"slavery, propaganda, threat, suppress, corruption, evil, war, majority, wrong, fight",Yes,1,0,1,0,4,0,16,2,0
o5wS_aIK1pY,Gamers just obtained TOTAL VICTORY,Hero Hei,2026-03-13,PT9M14S,80597,5624,1267,2122,10,0.4713,Likely Monetised,"die, scum, obnoxious, wrong, kill",Yes,6,0,4,0,0,0,0,0,0
oG5EpzGmAtA,How “This Didn’t Age Well” Destroyed Media Literacy,olurinatti,2025-06-23,PT47M41S,325126,22206,2478,9954,189,1.8987,Likely Monetised,"racism, hate, white, rape, evil, wrong, god, crime, kill, shit",,25,59,42,0,25,1,35,2,0
oL8mThS1BeE,Marx on the Individual Part 1/2 | Weekend Podcast #25,The Podcast of the Lotus Eaters,2021-02-20,PT42M44S,38017,2579,466,6881,23,0.3343,Likely Monetised,"prison, prostitute, sex, god, kill, wrong, alter, death, minority",Yes,3,4,10,0,1,0,5,0,0
oL9DVyJlAkM,,,,,0,0,0,6076,90,1.4812,Likely Monetised,"cigarette, dead, evil, god, kill, stupid, death, shit, die, cock",Yes,40,1,20,2,2,1,14,10,0
oLtzh4xP9SE,Woke Asians DESTROYED On Vice Panel,Actual Justice Warrior,2023-02-09,PT28M4S,243590,13178,3601,5774,153,2.6498,Uncertain,"racism, hate, white, false, kill, wrong, crime, attack, stupid, minority",Yes,13,0,18,0,109,0,13,0,0
oQ-7K--gDP0,Parenti on the good parts of the USA,midwesternmarx,2021-02-18,PT8M22S,2132,304,27,1478,30,2.0298,Uncertain,"racist, slavery, jail, death, die, tax, prison, evil, war, bigot",Yes,4,0,0,0,4,0,22,0,0
oQKDkJus62o,This is INSANE,Geeks + Gamers,2026-02-27,PT5M12S,21544,1968,456,916,10,1.0917,Likely Monetised,"weed, die, white, loser, stupid, fight, destroy",Yes,3,0,3,1,2,0,1,0,0
oQSxgWkSI5g,DON LEMON JUST GOT MORE HORRIBLE NEWS & I LOVE IT! (FIXED),TheQuartering,2026-02-25,PT10M16S,202574,12892,1148,1625,19,1.1692,Likely Monetised,"jail, dead, loser, lawsuit, wrong, fight, court",Yes,1,0,3,0,0,0,15,0,0
oRfU1RscGW8,The Bungie canceling Marathon situation is Tragic,Hero Hei,2026-03-12,PT2M57S,75402,3757,661,610,1,0.1639,Likely Monetised,shoot,Yes,0,0,0,0,0,0,0,1,0
oSQLK2159mk,Black Ops 7 is a Total DISASTER,Geeks + Gamers,2025-11-19,PT7M52S,15348,1317,271,1225,29,2.3673,Uncertain,"hell, cringe, disaster, war, black",Yes,2,0,2,0,23,0,2,0,0
oTWZXQv0PyM,Chicago Mayor Blames Whites For Black On White Crime,Actual Justice Warrior,2025-11-29,PT15M44S,99310,5729,2506,3071,90,2.9306,Uncertain,"racism, white, evil, kill, burn, attack, crime, wrong, transition, death",Yes,40,0,7,0,16,0,27,0,0
oV3OQvIm1W4,,,,,0,0,0,5317,17,0.3197,Likely Monetised,"hate, strike, hell, wrong, god, damn, gun",Yes,0,0,10,0,1,0,3,3,0
oh6SlcIqIfI,Tom Cotton Visits Fox to Spew Conspiracies About China,midwesternmarx,2021-02-08,PT9M26S,1277,223,30,1810,34,1.8785,Likely Monetised,"racist, propaganda, worst, hate, virus, die, dead, pandemic, pain, evil",No,11,0,3,0,3,1,16,0,0
ojEXW60PXSE,,,,,0,0,0,5655,30,0.5305,Likely Monetised,"damage, suppress, die, hell, dumbass, evil, war, damn, god, kill",Yes,7,0,13,0,0,0,10,0,0
okYYHwO3Ijs,Starfleet Academy - This Show Is Pure Torture,The Critical Drinker,2026-01-19,PT9M11S,1710779,119029,15714,1802,17,0.9434,Likely Monetised,"bail, hate, dead, prison, suicide, white, false, war, god, burn",Yes,5,0,2,0,3,1,6,0,0
owcW-hKj8S8,Crash And Burn - The Taika Waititi Story,The Critical Drinker,2025-10-17,PT9M42S,1792248,73053,7293,1857,19,1.0232,Likely Monetised,"worst, jail, dead, strike, hell, loser, disaster, judge, war, god",Yes,3,0,7,0,0,0,7,2,0
p3oXzw97neo,The LA Streamer Clique just got Destroyed,Hero Hei,2026-01-18,PT9M35S,153234,7256,1221,1857,4,0.2154,Likely Monetised,"hate, white, mentally, wrong",Yes,0,0,1,0,2,1,0,0,0
p6drtS2FBWU,California doxxing PC Users situation is Crazy,Hero Hei,2026-02-28,PT1M53S,88814,4553,1463,392,1,0.2551,Likely Monetised,censorship,Yes,0,0,0,0,0,0,1,0,0
pB5yG-yHbb4,Travis Scott RUINS WrestleMania 41 John Cena vs Cody Rhodes,Geeks + Gamers,2025-04-21,PT8M1S,30060,2148,789,1383,4,0.2892,Likely Monetised,"irrelevant, threat, hang, insane",Yes,0,0,2,0,0,0,2,0,0
pGWT1TdL1LM,Marvel PANICS Over Thunderbolts Box Office - The NEW Avengers Are Here!,Geeks + Gamers,2025-05-05,PT7M18S,41364,2477,906,1246,7,0.5618,Likely Monetised,"irrelevant, hell, nonsense, war, wrong, damn",Yes,0,0,6,0,0,0,1,0,0
pGfRYNS6u18,,,,,0,0,0,2116,32,1.5123,Likely Monetised,"die, fight, war, kill, wrong, shit, death, destroy",Yes,18,0,3,0,0,0,11,0,0
pIF543-GLb4,How The Supreme Court is Destroying America,olurinatti,2023-04-28,PT10M11S,10819,1998,177,1820,46,2.5275,Uncertain,"jail, threat, hate, hang, judge, white, sexual, lawsuit, majority, sex",,1,3,0,0,21,0,21,0,0
pQ5itnsSPqk,,,,,0,0,0,1792,22,1.2277,Likely Monetised,"irrelevant, hate, litigation, lawsuit, majority, attack, damage",Yes,1,0,1,0,2,0,18,0,0
pS0ZFhu0oq8,"Well, Well, Well, if It Isn’t the Consequences of My Own Actions",The Podcast of the Lotus Eaters,2025-03-16,PT14M36S,594399,24851,4754,3039,54,1.7769,Likely Monetised,"racist, discrimination, jail, beer, die, tax, scum, prison, white, war",Yes,5,0,7,1,15,0,26,0,0
pc1WsTJlRJY,Hasan just got caught Again (aint no way),Hero Hei,2026-01-14,PT8M3S,52050,2811,458,1655,8,0.4834,Likely Monetised,"surgery, dead, inflation, wrong, stupid, transition, shoot",Yes,1,0,3,0,0,0,3,1,0
plrEiWOGjI0,James Gunn's Superman Rumored Story Sounds TERRIBLE,Geeks + Gamers,2025-04-28,PT6M33S,50315,3580,887,1236,43,3.479,Likely Demonetised,"worst, hate, dead, suicide, hell, shoot, god, gun, damage",Yes,2,0,4,0,3,2,1,31,0
pqV5AQUZUlU,,,,,0,0,0,1329,18,1.3544,Likely Monetised,"hate, war, god",Yes,0,0,1,0,2,0,15,0,0
pqWOgxChXh8,"Woke Hollywood LOST, and That's a GREAT Thing",Nerdrotic,2024-12-23,PT16M27S,1583521,90124,8050,3134,49,1.5635,Likely Monetised,"hate, nazi, dead, white, loser, god, crime, propaganda, die, majority",Yes,5,0,9,0,20,0,15,0,0
ptyng78A0jk,Matt Walsh and How Republicans Lost,Three Arrows,2023-01-06,PT58M53S,521310,20364,5233,8763,115,1.3123,Likely Monetised,"hate, dead, inflation, transgenderism, dumbass, breast, evil, chemical, genitals, assault",Yes,24,5,12,1,12,5,43,13,0
pvsqDF1VqUk,,,,,0,0,0,1730,4,0.2312,Likely Monetised,"inflation, hell, black, dead",Yes,1,0,1,0,1,0,1,0,0
pxpG7XWhaE4,"Drinker's Roundup - Return To Silent Hill, The Rip, Mercy",The Critical Drinker,2026-01-26,PT9M28S,517188,43260,4027,2002,18,0.8991,Likely Monetised,"worst, murder, abusive, dead, torture, evil, war, majority, insane, wrong",Yes,8,0,4,0,1,0,5,0,0
pybHApgtV5U,,,,,0,0,0,2395,12,0.501,Likely Monetised,"dead, hell, wrong, burn, attack, stupid, fight",Yes,4,0,5,0,0,0,3,0,0
q5Joj2FsTWY,State and Revolution: Ch 4- Explanation by Engels and Critique of Anarchism. Pt1-3,midwesternmarx,2021-02-22,PT17M9S,2614,206,24,3300,27,0.8182,Likely Monetised,"jail, hang, destroy, violence, defeat, majority, wrong, kill, crime, transition",Yes,6,0,3,0,4,0,14,0,0
qIzRD9NNi0o,,,,,0,0,0,3715,10,0.2692,Likely Monetised,"hate, hypocrite, controversy, nonsense, wrong, shoot, damage",Yes,0,0,5,0,1,0,3,1,0
qNzvjcgnSsI,Last of Us Season 2 Gets WORSE,Geeks + Gamers,2025-05-10,PT7M2S,66467,3825,898,1194,7,0.5863,Likely Monetised,"propaganda, murder, wrong, flag, damage",Yes,1,0,1,0,0,0,5,0,0
qPsiWQq51dg,Jimmy Kimmel RAGES As He Accidently Reignites Jeffrey Epstein Connection After Trump Meltdown,TheQuartering,2026-03-01,PT11M19S,55210,3591,305,1986,12,0.6042,Likely Monetised,"die, meltdown, dead, censorship, nonsense, war, wrong, black, insane",Yes,2,0,7,0,1,0,2,0,0
qUlzPYfE3-o,,,,,0,0,0,2182,23,1.0541,Likely Monetised,"hate, nazi, obnoxious, harass, wrong, black, crime, insane, black lives matter, shoot",Yes,2,0,6,0,7,0,7,1,0
qZ5VFLguhh4,Donald Trump Has KILLED Iran's Supreme Leader! Matt Walsh & More Weigh In on WW3,TheQuartering,2026-02-28,PT13M14S,67936,5553,2403,2216,38,1.7148,Likely Monetised,"propaganda, tax, strike, dead, terror, weapon, evil, war, dictator, attack",Yes,7,0,0,0,0,0,30,1,0
qdKtLs0cnjg,Is There Hope for The Black Vote? | OLAY & FRIENDS,olurinatti,2024-04-14,PT1H33M36S,45060,2493,396,21030,265,1.2601,Likely Monetised,"racism, bail, weed, hate, suppress, white, regressive, evil, assault, wrong",,22,1,33,2,166,0,38,3,0
qlVZFdIH3us,HIS DEFENSE JUST MELTED DOWN,TheQuartering,2026-03-13,PT12M17S,44371,3843,687,1986,28,1.4099,Likely Monetised,"worst, hang, murder, judge, nonsense, prosecutor, stupid, flag, court",Yes,1,0,5,0,0,0,22,0,0
qlrpSpwxgWw,"How ""Cultural Marxism"" became the Far-Right's Scapegoat",Three Arrows,2018-02-09,PT15M17S,791348,33775,5804,2993,41,1.3699,Likely Monetised,"hate, nazi, dead, neo-nazi, wrong, crime, attack, death, anti-semitic, die",Yes,13,1,4,0,15,1,7,0,0
qql0BuorL3g,Joe Rogan Destroys Adam Ruins Everything,Actual Justice Warrior,2019-05-07,PT17M44S,465689,12324,2191,3741,44,1.1762,Likely Monetised,"chemically, surgery, transgenderism, regret, chemical, nonsense, puberty, bigot, god, alter",Yes,0,0,5,3,1,0,35,0,0
qsd0MgTUvuI,,,,,0,0,0,1961,14,0.7139,Likely Monetised,"judge, disaster, black, wrong, god, kill, shoot",Yes,3,0,5,0,1,0,1,4,0
qvUMotra64c,,,,,0,0,0,3594,19,0.5287,Likely Monetised,"die, hell, wrong, god, kill, damn, criminal",Yes,3,0,16,0,0,0,0,0,0
r2vsfRFQc3E,Leftist Influencers Tier List- Part 1,midwesternmarx,2025-07-10,PT29M2S,5090,184,53,4819,48,0.9961,Likely Monetised,"hate, nazi, dumbass, chemical, kill, attack, propaganda, schizophrenia, shoot, racist",Yes,8,0,7,1,14,1,16,1,0
r6Bn6eT7F-w,"One Battle After Another - Good, Bad AND Ugly",The Critical Drinker,2025-10-08,PT7M29S,1106621,52521,8472,1403,15,1.0691,Likely Monetised,"terrorist, pregnant, loser, white, disaster, antifa, war, wrong, black, crime",No,4,1,4,0,5,0,1,0,0
r7_yYBwjM6U,Kathleen Kennedy - She's FINALLY Leaving Lucasfilm,The Critical Drinker,2026-01-07,PT6M17S,1059840,54350,4886,1185,9,0.7595,Likely Monetised,"hang, die, strike, hell, false, war, fight, escort, death",Yes,2,1,2,0,0,0,4,0,0
rEEKbybv9FY,The New York Times Comes Out Against Critical Thinking,The Podcast of the Lotus Eaters,2021-02-22,PT33M29S,45471,3311,712,6877,41,0.5962,Likely Monetised,"torture, white, neo-nazi, false, evil, god, wrong, crime, propaganda, nonsense",Yes,3,0,18,0,9,0,11,0,0
rLIo_EP11eA,How Do Liberals Live with Themselves?,midwesternmarx,2023-12-19,PT6M5S,2262,183,14,688,13,1.8895,Likely Monetised,"genocide, holocaust, nazi, die, censorship, god, kill, fight, hitler",Yes,7,0,2,0,2,0,2,0,0
rMXmR-8AFLc,,,,,0,0,0,1858,4,0.2153,Likely Monetised,"lawsuit, god, dead",Yes,2,0,1,0,0,0,1,0,0
rNiac9MAO3o,Groan of Arc: 1348 Ex Voto Demo Fails Miserably Modernity Strikes Again!,HeelvsBabyface,2026-02-20,PT20M1S,94177,7356,1840,2425,18,0.7423,Likely Monetised,"die, dead, white, sexual, shoot, war, damn, god, kill, attack",Yes,6,1,3,0,2,0,3,3,0
rTuo4TA-K4M,Production Hell - The Wizard Of Oz,The Critical Drinker,2025-09-01,PT10M59S,647891,46743,3168,2162,23,1.0638,Likely Monetised,"abusive, die, harassment, amphetamine, hell, white, sexual, breast, orgy, recovery",Yes,7,3,5,1,1,1,3,2,0
rWUOAfFzgpY,The Drinker Recommends... Project Hail Mary,The Critical Drinker,2026-03-11,PT7M35S,715387,55826,3600,1492,6,0.4021,Likely Monetised,"die, strike, disaster, god, fight",Yes,3,0,1,0,0,0,2,0,0
rWg3Wbogh9U,,,,,0,0,0,591,1,0.1692,Likely Monetised,racism,Yes,0,0,0,0,1,0,0,0,0
rXrr0nn-3KE,Is Black Media in Crisis?? | OLAY & FRIENDS,olurinatti,2024-04-07,PT2H2M39S,132599,6409,431,27188,409,1.5043,Likely Monetised,"racism, bail, hate, nazi, dead, white, regressive, assault, wrong, god",,22,1,40,0,321,0,21,3,1
rYGJMh4G2dk,RIP James Bond - Amazon Will Destroy 007,Nerdrotic,2025-02-21,PT8M6S,488931,34437,4176,1588,13,0.8186,Likely Monetised,"racism, die, hell, white, villain, black, kill, god, fight, gun",Yes,3,0,3,0,4,0,1,2,0
rkrK5mBc_Xg,How I Became a Socialist: My Personal Path to the Radical Left,midwesternmarx,2021-01-09,PT7M4S,28088,2916,263,1399,9,0.6433,Likely Monetised,"strike, war, kill, wrong, fight, destroy",Yes,4,0,1,0,0,0,4,0,0
rrmZi6WqeEg,JK Rowling ROASTS Emma Watson - Harry Potter Author Goes Scorched Earth,Nerdrotic,2025-09-30,PT12M13S,781021,48937,5362,2336,29,1.2414,Likely Monetised,"torture, penis, assault, wrong, transition, death, stupid, die, sex, majority",Yes,8,3,5,0,5,1,7,0,0
s3289xpbE6I,Marvel Blames Disney for Its FAILURES,Nerdrotic,2025-05-08,PT12M44S,406019,27815,2231,2448,6,0.2451,Likely Monetised,"irrelevant, hell, defeat, kill, attack, destroy",Yes,3,0,2,0,0,0,1,0,0
sBODfLEZfWg,A Battle of Lies - Fake News in the Great War,Three Arrows,2018-08-12,PT27M2S,218368,11648,1048,5427,155,2.8561,Uncertain,"holocaust, nazi, dead, white, breast, false, evil, injury, kill, burn",No,35,1,7,0,8,0,98,6,0
sBdM8BKQUfM,We Went to Socialist Venezuela,midwesternmarx,2024-11-20,PT2M31S,2907,308,44,496,2,0.4032,Likely Monetised,"war, flag",Yes,0,0,0,0,0,0,2,0,0
sDCT8YGMl5Q,"Sean Strickland DESTROYS Women's Sports, WOKE NFL & Bad Bunny Epic UFC Rant & WOKE MELTDOWN Ensues",TheQuartering,2026-02-19,PT11M57S,57825,3858,582,2068,49,2.3694,Uncertain,"hate, meltdown, white, injury, god, black, attack, insane, sterilize, nuclear",Yes,2,0,7,0,8,0,32,0,0
sIoMIQdO3VU,,,,,0,0,0,9629,24,0.2492,Likely Monetised,"worst, threat, dead, shoot, war, wrong, burn, attack, god, fight",Yes,4,0,3,0,0,0,13,4,0
sK3xnzZX-JI,Seven Seas SOLD to AI Manga Company?! Localizers are COOKED!,Clownfish TV,2026-03-02,PT17M46S,28519,2389,533,3517,9,0.2559,Likely Monetised,"meltdown, dead, hell, majority, damn, mug, alter",Yes,1,0,4,0,1,0,3,0,0
sRSY3AlfKAk,Talking with Kosher White Wine & PoliticalMJ on China and Socialism,midwesternmarx,2021-01-06,PT1H18M33S,889,55,8,15017,142,0.9456,Likely Monetised,"hate, nazi, dead, torture, white, evil, wrong, god, attack, kill",No,33,8,12,0,30,0,58,1,0
s_WkuGhEF0w,"Kamala, Palestine & The Uncommitted Movement | OLAY & FRIENDS",olurinatti,2024-08-25,PT1H13M31S,0,3374,553,14998,150,1.0001,Likely Monetised,"racism, dead, white, breast, evil, god, wrong, attack, kill, burn",,25,1,17,0,70,0,34,3,0
s_i1nJKZdAc,,,,,0,0,0,2094,16,0.7641,Likely Monetised,"racist, racism, hate, lawsuit, nonsense, war, damage",Yes,0,0,2,0,5,0,9,0,0
saXkMkpmrsk,,,,,0,0,0,1787,22,1.2311,Likely Monetised,"war, damage",Yes,0,0,0,0,0,0,22,0,0
sc-euVL8xQs,Deutschland by Rammstein: An Analysis,Three Arrows,2019-10-06,PT27M31S,1541556,64886,6133,5823,111,1.9062,Likely Monetised,"racism, hate, nazi, suppress, inflation, evil, kill, burn, death, minority",Yes,36,0,1,0,25,0,44,5,0
sdPjRQ51Xdo,HOW A HERO KID TOOK HIM OUT!,TheQuartering,2026-03-12,PT11M58S,70509,8309,1245,1908,19,0.9958,Likely Monetised,"damage, dead, prison, loser, crime, al qaeda, majority, god, attack, insane",Yes,4,0,7,0,1,0,5,2,0
sgcSyVW8OYk,Disney Killed The Kylo Ren Movie (And That's A Good Thing),The Critical Drinker,2025-10-24,PT6M42S,576975,35854,2583,1244,24,1.9293,Likely Monetised,"hate, hang, die, dead, cringe, war, kill, procedure, fight",Yes,7,0,2,0,1,0,14,0,0
snBSkOV7et4,Boosie’s Homophobia & Why Black People Defend It | OLAY & FRIENDS,olurinatti,2024-10-06,PT1H12M14S,70703,4507,420,16054,249,1.551,Likely Monetised,"hate, felony, suppress, white, rape, assault, kill, god, crime, wrong",,40,41,17,2,128,2,18,1,0
snsZ0YfgJF8,,,,,0,0,0,4412,27,0.612,Likely Monetised,"irrelevant, hang, beer, hell, controversy, lawsuit, pedophile, kidnap, nonsense, god",Yes,5,2,14,1,0,0,5,0,0
sqyImQApqDs,Biden CRASHES & BURNS,Actual Justice Warrior,2024-06-28,PT22M5S,90653,5681,1677,4387,41,0.9346,Likely Monetised,"hate, rape, evil, assault, wrong, kill, death, majority, black lives matter, shoot",Yes,15,2,6,0,6,0,10,2,0
srE9zqBoH74,The Fall of Eric Adams,olurinatti,2024-10-02,PT57M5S,301424,18331,1911,10316,150,1.4541,Likely Monetised,"racism, weed, dead, white, false, assault, god, kill, crime, wrong",,34,5,8,3,35,0,59,6,0
t-AlH_e3m6M,Kendrick & Hip Hop’s Beef with Drake: Round 2 | OLAY & FRIENDS,olurinatti,2024-05-12,PT2H13M23S,196894,7313,1283,26980,287,1.0638,Likely Monetised,"bail, hate, bastard, dead, white, litigation, evil, god, wrong, attack",,29,7,36,1,180,0,27,6,1
t84MM6nZiso,Winter Storm & Liberalism in Texas,midwesternmarx,2021-02-17,PT11M19S,2702,448,71,2405,21,0.8732,Likely Monetised,"propaganda, hate, die, war, wrong, insane, stupid, destroy",Yes,8,0,10,0,1,0,2,0,0
tA892U5VcYg,The True Story of the “Lone Survivor”,midwesternmarx,2023-12-23,PT4M20S,55886,1454,396,830,15,1.8072,Likely Monetised,"propaganda, terrorist, bitter, regret, war, kill, attack, shoot",Yes,9,0,1,0,0,0,4,1,0
